title;address;price;rooms;area;floor;max_floor;rent;energy_certificate;form_of_the_property;finishing_condition;balcony_garden_terrace;parking_place;heating;market;advertisement_type;year_of_construction;type_of_development;windows;is_elevator
Trzypokojowe mieszkanie w Quorum | C.11.1;ul. gen. Władysława Sikorskiego, Szczepin, Stare Miasto, Wrocław, dolnośląskie;;3;56.77;10+;23;;;;;balkon;garaż/miejsce parkingowe;;;;;;;
3-pokojowe mieszkanie 60m2 + ogródek Bezpośrednio;Lothara Herbsta, Sołtysowice, Psie Pole, Wrocław, dolnośląskie;819000;3;60.30;parter;5;;;pełna własność;do wykończenia;balkon, ogródek;garaż/miejsce parkingowe;;;;;;;
Umeblowany apartament 80m2,salon 40m2;Tarnogaj, Krzyki, Wrocław, dolnośląskie;1000000;3;80.32;2;4;670;;;do zamieszkania;balkon, taras;;miejskie;wtórny;biuro nieruchomości ;2017;apartamentowiec;plastikowe;True
Armii Krajowej | etap II | mieszkanie B.5.M15;al. Armii Krajowej, Tarnogaj, Krzyki, Wrocław, dolnośląskie;1002472;4;86.42;4;7;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
2 pokoje/balkon/zielone tereny;ul. Opolska, Księże, Krzyki, Wrocław, dolnośląskie;499075;2;38.80;parter;2;350;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;blok;plastikowe;True
Nowe mieszkanie, 2.B.2.2;ul. Maślicka, Maślice, Fabryczna, Wrocław, dolnośląskie;633237;2;77.58;2;2;;;pełna własność;do wykończenia;balkon;;miejskie;pierwotny;deweloper;2023;blok;plastikowe;False
Apartament blisko uczelni, 35,8m2;Plac Grunwaldzki, Śródmieście, Wrocław, dolnośląskie;709038;2;35.81;2;7;;;pełna własność;do wykończenia;balkon;;miejskie;pierwotny;biuro nieruchomości ;2025;kamienica;plastikowe;False
3 pokoje z ogródkiem | niska zabudowa;ul. Kominiarska, Widawa, Psie Pole, Wrocław, dolnośląskie;;3;54.74;parter;2;600;;pełna własność;do wykończenia;ogródek;garaż/miejsce parkingowe;inne;pierwotny;biuro nieruchomości ;2024;blok;plastikowe;False
3 Pokoje Z Osobą Kuchnią | Blisko Parku;ul. Wiejska, Oporów, Fabryczna, Wrocław, dolnośląskie;715955;3;60.10;2;3;600;;pełna własność;do wykończenia;balkon;;miejskie;pierwotny;biuro nieruchomości ;2025;blok;plastikowe;True
4-pokojowe na Leśnicy/80m2/Balkon/Piwnica;ul. Mokrzańska, Leśnica, Fabryczna, Wrocław, dolnośląskie;850000;4;79.90;parter;2;350;;pełna własność;do zamieszkania;balkon, ogródek;garaż/miejsce parkingowe;gazowe;wtórny;biuro nieruchomości ;1980;blok;plastikowe;False
Okolice ul. Prądzyńskiego  Inwestycja\Rozkład;Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;1099000;4;102.00;3;4;350;;pełna własność;do zamieszkania;;;gazowe;wtórny;biuro nieruchomości ;1925;kamienica;;False
4-pokojowe mieszkanie 70m2 + balkon;Danuty Siedzikówny, Zawidawie, Psie Pole, Wrocław, dolnośląskie;;4;70.93;2;2;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Apartament przy Fosie;ul. Podwale, Szczepin, Stare Miasto, Wrocław, dolnośląskie;747050;2;36.00;5;17;650;;pełna własność;do zamieszkania;;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2013;blok;;True
Kleczków/2 pokoje/balkon, piwnica;Karłowice, Psie Pole, Wrocław, dolnośląskie;600000;2;60.00;2;3;;;pełna własność;;balkon;;elektryczne;wtórny;biuro nieruchomości ;1920;kamienica;;False
Nowoczesne 2 Pokojowe Mieszkanie W Centrum.;ul. Inowrocławska, Szczepin, Stare Miasto, Wrocław, dolnośląskie;740000;2;51.00;parter;;750;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2009;;;True
Dobry dojazd do centrum Wrocławia.;ul. Krakowska, Księże, Krzyki, Wrocław, dolnośląskie;538508;2;44.14;parter;3;400;;pełna własność;do wykończenia;balkon;;inne;pierwotny;biuro nieruchomości ;2024;blok;plastikowe;True
3-pokojowe mieszkanie w Centrum;Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie;780000;3;87.00;2;4;;;pełna własność;;;;elektryczne;wtórny;biuro nieruchomości ;1936;kamienica;drewniane;False
2 pokoje | Ogródek | Miejsce postojowe w cenie!;Stanisława Drabika, Jagodno, Krzyki, Wrocław, dolnośląskie;599000;2;37.46;parter;3;350;;;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2023;blok;plastikowe;True
2 pokoje z klimatyzacją, Biskupin!;ul. Karola Olszewskiego, Biskupin, Śródmieście, Wrocław, dolnośląskie;749900;2;47.00;1;4;590;;pełna własność;;taras;;miejskie;wtórny;biuro nieruchomości ;2000;apartamentowiec;;True
Zamieszkaj na Borku | 2 balkony;ul. Racławicka, Grabiszynek, Fabryczna, Wrocław, dolnośląskie;627900;2;46.00;1;4;460;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;apartamentowiec;plastikowe;True
Atrakcyjne mieszkanie 2-pok z balkonem Popowice;ul. Bobrza, Popowice Północne, Fabryczna, Wrocław, dolnośląskie;499000;2;35.00;7;10;;;;do zamieszkania;balkon;;miejskie;wtórny;biuro nieruchomości ;;blok;;True
4 pokoje/ogródek/kameralne budynki/prestiżowa dzie;ul. Motylkowa, Ołtaszyn, Krzyki, Wrocław, dolnośląskie;749000;4;71.34;parter;3;650;;pełna własność;do wykończenia;balkon, ogródek;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;blok;plastikowe;True
Inwestycyjne 2 pokoje Muchobór Mały;ul. Fabryczna, Żerniki, Fabryczna, Wrocław, dolnośląskie;541000;2;37.75;4;7;500;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;blok;plastikowe;True
4 pokoje z dużym balkonem na Starym Mieście;ul. Długa, Szczepin, Stare Miasto, Wrocław, dolnośląskie;999000;4;83.06;2;9;900;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2023;blok;plastikowe;True
Idealne pod inwestycję.  Wrocław.;ul. Henryka Sienkiewicza, Plac Grunwaldzki, Śródmieście, Wrocław, dolnośląskie;569000;2;40.00;parter;5;280;;pełna własność;do zamieszkania;;garaż/miejsce parkingowe;gazowe;wtórny;biuro nieruchomości ;1902;kamienica;;False
Okolice ul. Rumiankowej Nowe2005/Inwestycja/Park;Żerniki, Fabryczna, Wrocław, dolnośląskie;485000;2;34.30;2;2;350;;pełna własność;do zamieszkania;;;gazowe;wtórny;biuro nieruchomości ;2005;apartamentowiec;;False
Okolice ul. Walecznych Inwestycja;Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;525000;3;30.00;parter;5;310;;pełna własność;;;;miejskie;wtórny;biuro nieruchomości ;1990;blok;;False
2 pokojowe mieszkanie na zielonych Krzykach;ul. Opolska, Księże, Krzyki, Wrocław, dolnośląskie;529680;2;44.14;parter;3;450;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;apartamentowiec;plastikowe;True
2 pokoje - wysoki standard | Gym&Spa | Angel River;Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;930188;2;38.92;9;17;;;;do zamieszkania;;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2018;apartamentowiec;;True
3 pokojowe Bajana tylko dla Inwestora!;ul. Jerzego Bajana, Gądów, Fabryczna, Wrocław, dolnośląskie;889000;3;68.60;parter;4;1;W trakcie realizacji / Zwolnione;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;prywatny;1986;blok;plastikowe;False
3 pokoje z poddaszem i tarasem Wrocław Krzyki;ul. gen. Tadeusza Kutrzeby, Ołtaszyn, Krzyki, Wrocław, dolnośląskie;999900;3;121.17;1;1;;;;;;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;2023;;;False
4-pokojowe mieszkanie 82m2 + balkon Bez Prowizji;ul. Bociania, Kowale, Psie Pole, Wrocław, dolnośląskie;;4;82.75;1;1;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
3-pokojowe mieszkanie na Południu Wrocławia;ul. Przyjaźni, Krzyki, Krzyki, Wrocław, dolnośląskie;868000;3;55.86;8;8;600;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2026;blok;plastikowe;True
Dwupokojowe mieszkanie w atrakcyjnej cenie!;ul. Kominiarska, Widawa, Psie Pole, Wrocław, dolnośląskie;511000;2;42.29;parter;2;450;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;inne;pierwotny;biuro nieruchomości ;2025;blok;plastikowe;True
2 pokoje z widokiem na rzekę! | Taras | Gym;ul. Walońska, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;975000;2;42.71;7;9;;;;;;garaż/miejsce parkingowe;;wtórny;biuro nieruchomości ;2018;apartamentowiec;;True
Okolice ul.Dubois Inwestycja/Piwnica;Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;649999;2;45.00;2;4;500;;pełna własność;;;;miejskie;wtórny;biuro nieruchomości ;1970;kamienica;;False
Czteropokojowe mieszkanie Borek;ul. Grójecka, Borek, Krzyki, Wrocław, dolnośląskie;1214920;4;86.78;1;2;800;;;;balkon;garaż/miejsce parkingowe;gazowe;wtórny;biuro nieruchomości ;2010;apartamentowiec;drewniane;True
2-pokojowe mieszkanie 46m2 + loggia Bezpośrednio;ul. Konińska, Leśnica, Fabryczna, Wrocław, dolnośląskie;;2;46.78;7;7;;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;;;;;;;
Okazja|Apartament Nad Odrą|Blisko Centrum;Szczepin, Stare Miasto, Wrocław, dolnośląskie;519000;1;30.72;4;9;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;2023;;;False
128m²+OGRÓD60m²+balkon+2 m.parkingowe POD LASEM;Krępice, Miękinia, średzki, dolnośląskie;600000;6;128.00;1;1;;;pełna własność;do wykończenia;balkon, ogródek;garaż/miejsce parkingowe;inne;pierwotny;biuro nieruchomości ;2023;apartamentowiec;plastikowe;False
2-pokojowe mieszkanie Balkon+Piwnica GRABISZYN;ul. Grabiszyńska, Grabiszyn, Fabryczna, Wrocław, dolnośląskie;559000;2;45.45;2;4;500;;pełna własność;do remontu;balkon;;miejskie;pierwotny;biuro nieruchomości ;;blok;drewniane;False
Przy lesie 2 pokoje, dwustronne, Super;Karłowice, Psie Pole, Wrocław, dolnośląskie;594700;2;44.08;3;5;;;pełna własność;;;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;;;;False
- 30000 zł 2 pokoje i osobna kuchnia;ul. Sołtysowicka, Sołtysowice, Psie Pole, Wrocław, dolnośląskie;549000;2;45.39;;;450;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;blok;plastikowe;True
Mieszkanie, 33,76 m², Wrocław;Jagodno, Krzyki, Wrocław, dolnośląskie;506500;1;33.76;parter;4;400;;pełna własność;do zamieszkania;ogródek, taras;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2021;blok;plastikowe;True
okolice Galerii Dominikańskiej BALKON/M. MIEJSKIE;Szczepin, Stare Miasto, Wrocław, dolnośląskie;1740000;3;115.95;2;4;;;pełna własność;do zamieszkania;balkon;;miejskie;wtórny;biuro nieruchomości ;1899;kamienica;plastikowe;False
Gotowe mieszkanie, 3 pokoje/ duży taras;Księże, Krzyki, Wrocław, dolnośląskie;657950;3;52.60;parter;3;;;;do wykończenia;ogródek, taras;;;pierwotny;biuro nieruchomości ;2025;;plastikowe;False
Przytulne mieszkanie w Quorum | C.8.13;ul. gen. Władysława Sikorskiego, Szczepin, Stare Miasto, Wrocław, dolnośląskie;;3;52.58;8;23;;;;;balkon;garaż/miejsce parkingowe;;;;;;;
2-pokojowe mieszkanie 48m2 + balkon;ul. Jeździecka 15, Krzyki, Krzyki, Wrocław, dolnośląskie;;2;48.93;2;6;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Centrum | 3-pokoje | 100,1 m2 | Zielona okolica;ul. Jedności Narodowej, Ołbin, Śródmieście, Wrocław, dolnośląskie;1321000;3;100.10;7;7;800;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2023;blok;plastikowe;True
Kawalerka / Wrocław - Ołbin / Inwestycja;ul. Stefana Żeromskiego, Ołbin, Śródmieście, Wrocław, dolnośląskie;970800;3;64.72;4;5;;;;do wykończenia;;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;blok;;True
128m²+OGRÓD80m²+balkon+2 m.parkingowe POD LASEM;Krępice, Miękinia, średzki, dolnośląskie;600000;6;128.00;1;1;;;pełna własność;do wykończenia;balkon, ogródek;garaż/miejsce parkingowe;inne;pierwotny;biuro nieruchomości ;2023;apartamentowiec;plastikowe;False
2 pokoje ze wspaniałą panoramą;Kamieńskiego Macieja, Poświętne, Psie Pole, Wrocław, dolnośląskie;423620;2;35.90;4;4;350;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2023;apartamentowiec;plastikowe;False
Luksusowe mieszkanie 10 minut piechotą od Rynku;ul. Stanisława Dubois, Nadodrze, Śródmieście, Wrocław, dolnośląskie;899000;3;50.00;2;4;526;;pełna własność;;balkon;;miejskie;wtórny;biuro nieruchomości ;2000;blok;plastikowe;False
Ogródek, balkon | Salon 41 m2 | 4 pokoje | Gotowe;Karłowice, Psie Pole, Wrocław, dolnośląskie;899000;4;88.49;parter;4;500;;pełna własność;do wykończenia;ogródek;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2023;blok;plastikowe;True
4 Pokoje w samym centrum;ul. Jedności Narodowej, Ołbin, Śródmieście, Wrocław, dolnośląskie;926900;4;71.30;3;17;750;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2023;blok;plastikowe;True
Nowa Kurkowa w centrum Wrocławia - balkon;ul. Kurkowa, Nadodrze, Śródmieście, Wrocław, dolnośląskie;;2;46.37;2;5;;;pełna własność;do wykończenia;balkon;;miejskie;pierwotny;deweloper;2024;apartamentowiec;plastikowe;True
3-pokojowe mieszkanie 55m2 + balkon;ul. Nyska, Tarnogaj, Krzyki, Wrocław, dolnośląskie;;3;55.89;1;4;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
3-pokojowe mieszkanie w nowej inwestycji;ul. Opolska, Księże, Krzyki, Wrocław, dolnośląskie;599218;3;56.53;1;3;450;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;apartamentowiec;plastikowe;True
Luksusowy Apartament/Odra Tower/2 pokoje/Balkon;ul. Podwale, Szczepin, Stare Miasto, Wrocław, dolnośląskie;710000;2;36.05;5;16;550;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2013;apartamentowiec;;True
Mieszkanie 44,5 m2 na sprzedaż;ul. Wandy, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;460000;2;44.50;;;;;pełna własność;;;;;wtórny;biuro nieruchomości ;1950;;plastikowe;False
Top Lokalizacja| dwa piętra | taras | parking;ul. Ułańska, Ołtaszyn, Krzyki, Wrocław, dolnośląskie;975000;4;118.24;1;2;1;;pełna własność;;taras;;inne;pierwotny;biuro nieruchomości ;2024;;plastikowe;False
2 pokoje/balkon/odzdielna kuchnia/Gaj;ul. Strońska, Gaj, Krzyki, Wrocław, dolnośląskie;590000;2;42.00;parter;5;580;;pełna własność;do remontu;balkon;;miejskie;wtórny;biuro nieruchomości ;2005;blok;;True
Unikatowa| Centrum | 3 pok. | Dubois | Pomorska |;ul. Stanisława Dubois, Nadodrze, Śródmieście, Wrocław, dolnośląskie;499000;3;68.96;4;5;268;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;gazowe;wtórny;biuro nieruchomości ;1919;kamienica;plastikowe;False
2 pokoje | Park niskich łąk | Wroclavia;gen. Antoniego Madalińskiego, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;740700;2;40.00;parter;;560;;pełna własność;do zamieszkania;ogródek;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;;;;True
Zielona Etiuda - apartament na sprzedaż.;ul. Turniejowa, Krzyki, Krzyki, Wrocław, dolnośląskie;3290000;3;121.59;1;3;;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;;wtórny;biuro nieruchomości ;2009;apartamentowiec;drewniane;True
Kawalerka na ostatniej kondygnacji pod inwestycję;ul. Strzegomska, Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;439412;1;29.69;7;7;400;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2026;blok;plastikowe;True
2 pokoje z balkonem|idealna lokalizacja przy parku;ul. Sudecka, Borek, Krzyki, Wrocław, dolnośląskie;663000;2;41.69;3;7;450;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;apartamentowiec;plastikowe;True
Wysoka ul.Brzozowa, 2-pokojowe,Bezpośrednio !;ul. Brzozowa, Wysoka, Kobierzyce, wrocławski, dolnośląskie;650000;2;60.00;1;2;650;;pełna własność;do zamieszkania;balkon;;kotłownia;wtórny;prywatny;2007;apartamentowiec;drewniane;False
Mieszkanie, 73,52 m², Wrocław;Krzyki, Krzyki, Wrocław, dolnośląskie;840000;3;73.52;1;3;900;;pełna własność;;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2008;blok;plastikowe;False
Mieszkanie 3 pokoje rynek pierwotny bez Pcc i prow;ul. Odolanowska, Zawidawie, Psie Pole, Wrocław, dolnośląskie;679000;3;49.72;1;;;;;do remontu;;;;pierwotny;biuro nieruchomości ;2024;;;False
Stalova | mieszkanie 4-pok. | 2.K3.6;ul. Stalowa, Gajowice, Fabryczna, Wrocław, dolnośląskie;1022726;4;83.83;1;6;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Nowe mieszkanie 38,21 m² we Wrocławiu;Borek, Krzyki, Wrocław, dolnośląskie;651400;2;38.21;8;8;;;;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;;;True
611212;ul. ks. Piotra Skargi, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;620000;2;49.00;3;4;;;pełna własność;do remontu;balkon;garaż/miejsce parkingowe;;wtórny;biuro nieruchomości ;;;;False
3 pokoje z balkonem;ul. Racławicka, Grabiszynek, Fabryczna, Wrocław, dolnośląskie;633000;3;48.80;parter;4;600;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;blok;plastikowe;True
Ołtaszyn Dom Szeregowy;ul. gen. Tadeusza Kutrzeby, Ołtaszyn, Krzyki, Wrocław, dolnośląskie;1230000;4;149.45;parter;2;600;;pełna własność;do wykończenia;ogródek;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2024;dom wolnostojący;plastikowe;False
Bezpośrednio - 3-Pokoje - Loggia - Sołtysowice - 0;Augusta Herbsta, Karłowice, Psie Pole, Wrocław, dolnośląskie;729000;3;60.50;2;5;;;pełna własność;;;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;apartamentowiec;;True
Przytulne mieszkanie z widokiem na zieleń;Ameriga Vespucciego, Strachocin, Psie Pole, Wrocław, dolnośląskie;645000;2;38.00;2;4;377;;pełna własność;do zamieszkania;;garaż/miejsce parkingowe;inne;wtórny;biuro nieruchomości ;2023;blok;;True
Przestronne 3 pokojowe mieszkanie w Leśnicy;Leśnica, Fabryczna, Wrocław, dolnośląskie;860000;3;86.69;1;;480;;;;;;gazowe;wtórny;biuro nieruchomości ;1908;;plastikowe;False
3-pokojowe mieszkanie 48m2 + balkon;Syryjska, Brochów, Krzyki, Wrocław, dolnośląskie;508144;3;48.86;2;2;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Nowe trzy pokoje w centrum;ul. Długa, Szczepin, Stare Miasto, Wrocław, dolnośląskie;879000;3;54.00;6;9;540;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2026;blok;plastikowe;True
Kawalerka na Starym Mieście;ul. Tadeusza Zielińskiego, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;420000;1;27.00;8;10;350;;pełna własność;do zamieszkania;;;miejskie;wtórny;biuro nieruchomości ;1970;;plastikowe;True
Mieszkanie 2 pokojowe z balkonem;Krzyki, Krzyki, Wrocław, dolnośląskie;580000;2;48.60;1;4;700;;;do remontu;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2002;blok;;True
4-pokojowe mieszkanie 69m2 + loggia Bez Prowizji;Z. Gumińskiej/ul. Odolanowska, Zawidawie, Psie Pole, Wrocław, dolnośląskie;869000;4;69.37;2;4;;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;;;;;;;
Nowoczesne 3 pokoje | balkon | komórka;Maślice, Fabryczna, Wrocław, dolnośląskie;798999;3;56.00;2;;700;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2021;blok;plastikowe;True
Nowe 3 pokoje obok Ogrodu Botanicznego;ul. Henryka Sienkiewicza, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;1000000;3;66.98;4;4;700;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;apartamentowiec;;True
Ovo, 2 pokoje z dużym tarasem, 6 piętro, Hilton;Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie;1250000;2;48.82;6;6;;;pełna własność;do zamieszkania;balkon, taras;;miejskie;wtórny;biuro nieruchomości ;2016;apartamentowiec;;True
